URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,COMPLEX WORD COUNT,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2011,https://insights.blackcoffer.com/ml-and-ai-based-insurance-premium-model-to-predict-premium-to-be-charged-by-the-insurance-company/,34.0,8.0,0.6190476043083905,0.07821229035714658,40.294117647058826,249,36.35036496350365,30.65779304422499,40.294117647058826,249,471,1569,1,6.093430656934307
bctech2012,https://insights.blackcoffer.com/streamlined-integration-interactive-brokers-api-with-python-for-desktop-trading-application/,1.0,0.0,0.9999990000010001,0.04347825897920613,20.0,5,25.0,18.0,20.0,5,16,41,0,5.9
bctech2013,https://insights.blackcoffer.com/efficient-data-integration-and-user-friendly-interface-development-navigating-challenges-in-web-application-deployment/,1.0,0.0,0.9999990000010001,0.055555552469135974,19.0,4,21.052631578947366,16.02105263157895,19.0,4,13,35,0,5.105263157894737
bctech2014,https://insights.blackcoffer.com/effective-management-of-social-media-data-extraction-strategies-for-authentication-security-and-reliability/,1.0,0.0,0.9999990000010001,0.045454543388429844,21.0,5,23.809523809523807,17.923809523809524,21.0,5,15,38,0,5.333333333333333
bctech2015,https://insights.blackcoffer.com/streamlined-trading-operations-interface-for-metatrader-4-empowering-efficient-management-and-monitoring/,1.0,0.0,0.9999990000010001,0.04347825897920613,20.0,6,30.0,20.0,20.0,6,16,42,0,6.05
bctech2016,https://insights.blackcoffer.com/efficient-aws-infrastructure-setup-and-management-addressing-security-scalability-and-compliance/,1.0,0.0,0.9999990000010001,0.055555552469135974,19.0,5,26.31578947368421,18.126315789473683,19.0,5,13,37,0,5.473684210526316
bctech2017,https://insights.blackcoffer.com/streamlined-equity-waterfall-calculation-and-deal-management-system/,1.0,0.0,0.9999990000010001,0.03846153698224858,23.0,8,34.78260869565217,23.11304347826087,23.0,8,19,51,0,5.739130434782608
bctech2018,https://insights.blackcoffer.com/automated-orthopedic-case-report-generation-harnessing-web-scraping-and-ai-integration/,1.0,0.0,0.9999990000010001,0.045454543388429844,20.0,7,35.0,22.0,20.0,7,16,47,0,6.35
bctech2019,https://insights.blackcoffer.com/streamlining-time-calculation-in-warehouse-management-leveraging-shiphero-api-and-google-bigquery-integration/,1.0,0.0,0.9999990000010001,0.02941176384083048,27.0,8,29.629629629629626,22.651851851851852,27.0,8,23,68,0,6.851851851851852
bctech2020,https://insights.blackcoffer.com/efficient-database-design-and-management-streamlining-access-and-integration-for-partner-entity-management/,1.0,0.0,0.9999990000010001,0.03999999840000006,23.0,8,34.78260869565217,23.11304347826087,23.0,8,15,58,0,7.695652173913044
bctech2021,https://insights.blackcoffer.com/automated-campaign-management-system-a-comprehensive-solution-with-linkedin-and-email-integration/,2.0,0.0,0.99999950000025,0.07407407133058995,22.0,9,40.909090909090914,25.163636363636368,22.0,9,20,52,0,6.5
bctech2022,https://insights.blackcoffer.com/ai-driven-data-analysis-ai-tool-using-langchain-for-a-leading-real-estate-and-financing-firm-worldwide/,17.0,4.0,0.6190475895691624,0.04872389779878446,16.677419354838708,143,27.659574468085108,17.734797529169526,16.15625,143,344,1189,0,6.676982591876209
bctech2023,https://insights.blackcoffer.com/grafana-dashboard-to-visualize-and-analyze-sensors-data/,16.0,3.0,0.684210490304711,0.0733590730758337,23.785714285714285,95,28.52852852852853,20.925697125697127,22.2,95,215,753,4,6.105105105105105
bctech2024,https://insights.blackcoffer.com/mvp-for-a-software-that-analyses-content-from-audio-pharma-based/,4.0,3.0,0.1428571224489825,0.05468749957275391,33.8,47,27.810650887573964,24.644260355029587,28.166666666666668,47,107,348,1,5.8698224852071
bctech2025,https://insights.blackcoffer.com/data-engineering-and-management-tool-airbyte-with-custom-data-connectors-to-manage-crm-database/,17.0,5.0,0.5454545206611581,0.060109289453253306,18.785714285714285,154,29.277566539923956,19.2253123302553,18.785714285714285,154,320,1147,15,5.564638783269962
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,31.0,3.0,0.8235293875432533,0.09912536414249165,22.842105263157894,129,29.723502304147466,21.026243026922145,21.7,129,280,960,4,6.059907834101383
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,17.0,2.0,0.7894736426592819,0.06484641616093373,21.210526315789473,125,31.017369727047146,20.891158417134648,21.210526315789473,125,260,835,2,5.682382133995037
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,21.0,7.0,0.49999998214285774,0.06730769214589497,20.178571428571427,149,26.371681415929203,18.620101137800255,19.482758620689655,149,352,1254,0,6.015929203539823
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,31.0,8.0,0.5897435746219597,0.11641791010024505,23.38095238095238,151,30.75356415478615,21.653806614295412,22.318181818181817,151,299,1084,8,5.871690427698574
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,23.0,12.0,0.3142857053061227,0.08838383816064688,18.714285714285715,146,27.86259541984733,18.63075245365322,18.06896551724138,146,333,1145,4,5.9103053435114505
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,22.0,4.0,0.6923076656804744,0.054166666553819444,16.47222222222222,180,30.354131534569984,18.730541502716882,16.027027027027028,180,397,1307,8,6.234401349072512
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,2.0,0.0,0.99999950000025,0.014492753518168453,38.0,46,24.210526315789473,24.88421052631579,31.666666666666668,46,117,323,3,4.931578947368421
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,9.0,7.0,0.12499999218750048,0.055749128725612794,16.4,128,39.02439024390244,22.169756097560978,15.619047619047619,128,229,815,1,6.695121951219512
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,19.0,0.0,0.9999999473684238,0.091787439170109,22.333333333333332,88,32.83582089552239,22.067661691542288,20.615384615384617,88,175,595,0,5.902985074626866
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,13.0,6.0,0.36842103324099823,0.06109324739198313,18.434782608695652,135,31.839622641509436,20.109762100082037,19.272727272727273,135,273,930,5,5.773584905660377
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,20.0,11.0,0.29032257127991706,0.07077625554617294,17.2972972972973,170,26.5625,17.54391891891892,16.842105263157894,170,395,1358,1,5.5265625
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,17.0,15.0,0.06249999804687507,0.05765765755376999,34.791666666666664,156,18.682634730538922,21.389720558882235,33.4,156,507,1548,5,4.998802395209581
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,8.0,1.0,0.7777776913580343,0.04186046492157924,26.0,57,18.269230769230766,17.70769230769231,24.0,57,179,586,6,5.467948717948718
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,4.0,1.0,0.599999880000024,0.02923976591087856,21.363636363636363,39,16.595744680851062,15.183752417794972,19.583333333333332,39,147,435,5,5.1191489361702125
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,3.0,1.0,0.49999987500003124,0.029850746045889956,180.0,37,20.555555555555554,80.22222222222223,90.0,37,121,346,5,5.6
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,3.0,1.0,0.49999987500003124,0.06779660902039646,31.5,13,20.634920634920633,20.853968253968254,31.5,13,46,128,1,5.714285714285714
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,3.0,1.0,0.49999987500003124,0.0392156858900423,72.0,25,17.36111111111111,35.74444444444445,48.0,25,94,290,4,5.3125
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,4.0,1.0,0.599999880000024,0.024999999875,100.5,35,17.412935323383085,47.16517412935323,67.0,35,156,375,1,5.3283582089552235
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,8.0,2.0,0.599999940000006,0.0251256280775738,14.916666666666666,90,25.139664804469277,16.02253258845438,14.916666666666666,90,252,915,6,7.9916201117318435
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,4.0,1.0,0.599999880000024,0.0256410255095332,23.636363636363637,59,22.692307692307693,18.531468531468533,21.666666666666668,59,166,523,3,5.757692307692308
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,3.0,1.0,0.49999987500003124,0.03174603149407912,18.375,32,21.768707482993197,16.05748299319728,16.333333333333332,32,105,316,3,6.01360544217687
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,5.0,2.0,0.4285713673469475,0.03763440839981501,52.0,58,27.884615384615387,31.953846153846158,41.6,58,151,454,1,5.9423076923076925
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,4.0,2.0,0.33333327777778704,0.04545454511019284,41.6,34,16.346153846153847,23.17846153846154,34.666666666666664,34,122,376,2,5.028846153846154
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,7.0,4.0,0.2727272479338866,0.04382470102061872,28.928571428571427,82,20.246913580246915,19.67019400352734,27.0,82,241,793,8,5.1234567901234565
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,6.0,2.0,0.4999999375000079,0.047904191329915025,31.0,56,20.07168458781362,20.42867383512545,27.9,56,159,560,2,5.240143369175628
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,8.0,2.0,0.599999940000006,0.040650406338819486,40.25,83,25.77639751552795,26.41055900621118,35.77777777777778,83,214,645,2,5.555900621118012
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,9.0,1.0,0.7999999200000081,0.062499999609375,22.8,35,15.350877192982457,15.260350877192984,20.727272727272727,35,147,428,4,5.030701754385965
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,4.0,1.0,0.599999880000024,0.02232142847177934,25.9,53,20.463320463320464,18.545328185328184,25.9,53,173,581,7,6.648648648648648
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11.0,4.0,0.46666663555555765,0.0678733028603018,16.90909090909091,49,13.172043010752688,12.03245356793744,17.714285714285715,49,202,631,16,4.629032258064516
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16.0,8.0,0.333333319444445,0.09756097521316677,16.4,72,17.560975609756095,13.584390243902437,15.76923076923077,72,237,735,6,4.836585365853659
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,4.0,4.0,0.0,0.030769230650887575,17.7,82,23.163841807909606,16.345536723163843,16.857142857142858,82,241,700,2,5.463276836158192
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,4.0,2.0,0.33333327777778704,0.033333333148148146,28.375,49,21.58590308370044,19.98436123348018,25.22222222222222,49,151,464,1,5.629955947136564
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,3.0,1.0,0.49999987500003124,0.040816326114119124,99.0,22,22.22222222222222,48.488888888888894,49.5,22,73,218,1,6.4646464646464645
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,4.0,3.0,0.1428571224489825,0.08641975201950924,24.25,19,19.587628865979383,17.535051546391752,19.4,19,66,225,1,6.690721649484536
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,4.0,1.0,0.599999880000024,0.0499999995,18.0,25,23.14814814814815,16.459259259259262,15.428571428571429,25,79,214,1,5.5
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,6.0,2.0,0.4999999375000079,0.04232804210408443,26.428571428571427,60,32.432432432432435,23.54440154440155,23.125,60,140,392,1,6.1567567567567565
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,11.0,1.0,0.8333332638888947,0.05429864228824144,24.916666666666668,50,16.722408026755854,16.65562987736901,21.357142857142858,50,192,543,10,4.993311036789297
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,3.0,2.0,0.199999960000008,0.043859648738073256,21.4,22,20.5607476635514,16.784299065420562,17.833333333333332,22,86,226,1,5.981308411214953
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3.0,4.0,-0.1428571224489825,0.031963470173682784,18.210526315789473,80,23.121387283236995,16.532765439610586,17.3,80,195,674,8,5.30635838150289
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8.0,4.0,0.3333333055555579,0.04166666652199074,31.166666666666668,88,23.52941176470588,21.87843137254902,31.166666666666668,88,241,688,2,5.401069518716578
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10.0,8.0,0.11111110493827195,0.11842105185249308,32.0,45,23.4375,22.175,27.428571428571427,45,125,413,1,5.614583333333333
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,11.0,4.0,0.46666663555555765,0.06465517213510702,26.142857142857142,68,18.579234972677597,17.888836846213895,26.142857142857142,68,208,677,12,5.10655737704918
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10.0,5.0,0.3333333111111126,0.05747126414761968,18.523809523809526,82,21.079691516709513,15.841400416207614,17.681818181818183,82,239,780,9,5.298200514138817
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,4.0,5.0,-0.11111109876543349,0.07563025146529201,17.444444444444443,42,26.751592356687897,17.678414720452935,15.7,42,104,332,1,5.573248407643312
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,3.0,1.0,0.49999987500003124,0.053333332622222236,23.5,17,18.085106382978726,16.634042553191488,18.8,17,64,185,1,5.340425531914893
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,3.0,3.0,0.0,0.0697674410492158,28.5,27,23.684210526315788,20.873684210526317,22.8,27,75,236,1,5.473684210526316
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,5.0,4.0,0.11111109876543349,0.09677419250780439,22.5,29,21.48148148148148,17.59259259259259,19.285714285714285,29,81,270,3,5.355555555555555
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4.0,1.0,0.599999880000024,0.05882352871972319,19.4,29,29.896907216494846,19.71876288659794,19.4,29,72,216,2,5.979381443298969
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4.0,8.0,-0.3333333055555579,0.09917355289939213,18.333333333333332,45,27.27272727272727,18.242424242424242,16.5,45,108,365,4,5.715151515151515
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,11.0,2.0,0.6923076390532585,0.06046511599783667,19.4375,60,19.292604501607716,15.492041800643086,18.294117647058822,60,183,590,7,5.273311897106109
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,10.0,4.0,0.42857139795918586,0.05882352916460702,18.88888888888889,79,23.235294117647058,16.84967320261438,17.894736842105264,79,209,695,11,5.658823529411765
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7.0,5.0,0.16666665277777895,0.047430829852052055,22.0625,91,25.77903682719547,19.13661473087819,20.764705882352942,91,231,707,9,5.232294617563739
bctech2078,https://insights.blackcoffer.com/data-transformation/,20.0,13.0,0.21212120569329682,0.11148648610984295,19.869565217391305,85,18.599562363238512,15.387651032251927,19.041666666666668,85,262,828,10,4.899343544857768
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7.0,1.0,0.7499999062500118,0.031496062868125736,18.77777777777778,82,24.2603550295858,17.215253122945434,17.789473684210527,82,222,741,13,5.695266272189349
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,11.0,0.0,0.9999999090909174,0.050925925690157754,28.1,65,23.131672597864767,20.49266903914591,25.545454545454547,65,189,580,5,5.633451957295374
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,25.0,4.0,0.7241379060642101,0.05380333941780457,20.727272727272727,214,31.28654970760234,20.80552897395003,20.11764705882353,214,463,1484,6,5.915204678362573
